"","gene_id","gene_name","seq_name","gene_biotype","description"
"25021","ENSMUSG00000071661","Zbtb3","19","protein_coding","zinc finger and BTB domain containing 3 [Source:MGI Symbol;Acc:MGI:1922541]"
"25022","ENSMUSG00000071660","Ttc9c","19","protein_coding","tetratricopeptide repeat domain 9C [Source:MGI Symbol;Acc:MGI:1917637]"
"25023","ENSMUSG00000071659","Hnrnpul2","19","protein_coding","heterogeneous nuclear ribonucleoprotein U-like 2 [Source:MGI Symbol;Acc:MGI:1915943]"
"25024","ENSMUSG00000118124","Gm50139","19","protein_coding","predicted gene, 50139 [Source:MGI Symbol;Acc:MGI:6302888]"
"25025","ENSMUSG00000071658","Gng3","19","protein_coding","guanine nucleotide binding protein (G protein), gamma 3 [Source:MGI Symbol;Acc:MGI:102704]"
"25026","ENSMUSG00000071657","Bscl2","19","protein_coding","Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:MGI Symbol;Acc:MGI:1298392]"
"25027","ENSMUSG00000071656","Lrrn4cl","19","protein_coding","LRRN4 C-terminal like [Source:MGI Symbol;Acc:MGI:1916102]"
"25028","ENSMUSG00000071655","Ubxn1","19","protein_coding","UBX domain protein 1 [Source:MGI Symbol;Acc:MGI:1289301]"
"25029","ENSMUSG00000071654","Uqcc3","19","protein_coding","ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:2147553]"
"25030","ENSMUSG00000096740","Lbhd1","19","protein_coding","LBH domain containing 1 [Source:MGI Symbol;Acc:MGI:5516029]"
"25031","ENSMUSG00000070167","Snora57","19","snoRNA","small nucleolar RNA, H/ACA box 57 [Source:MGI Symbol;Acc:MGI:5455599]"
"25032","ENSMUSG00000093314","Mir5136","19","miRNA","microRNA 5136 [Source:MGI Symbol;Acc:MGI:4950461]"
"25033","ENSMUSG00000071653","1810009A15Rik","19","protein_coding","RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526]"
"25034","ENSMUSG00000116347","Gm49416","19","protein_coding","predicted gene, 49416 [Source:MGI Symbol;Acc:MGI:6155046]"
"25035","ENSMUSG00000071652","Ints5","19","protein_coding","integrator complex subunit 5 [Source:MGI Symbol;Acc:MGI:1923578]"
"25036","ENSMUSG00000071650","Ganab","19","protein_coding","alpha glucosidase 2 alpha neutral subunit [Source:MGI Symbol;Acc:MGI:1097667]"
"25037","ENSMUSG00000120807","Gm36629","19","lncRNA","predicted gene, 36629 [Source:MGI Symbol;Acc:MGI:5595788]"
"25038","ENSMUSG00000071649","B3gat3","19","protein_coding","beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:MGI Symbol;Acc:MGI:1919977]"
"25039","ENSMUSG00000071648","Rom1","19","protein_coding","rod outer segment membrane protein 1 [Source:MGI Symbol;Acc:MGI:97998]"
"25040","ENSMUSG00000071647","Eml3","19","protein_coding","echinoderm microtubule associated protein like 3 [Source:MGI Symbol;Acc:MGI:2387612]"
"25041","ENSMUSG00000114220","Gm10353","19","lncRNA","predicted gene 10353 [Source:MGI Symbol;Acc:MGI:3704491]"
"25042","ENSMUSG00000071646","Mta2","19","protein_coding","metastasis-associated gene family, member 2 [Source:MGI Symbol;Acc:MGI:1346340]"
"25043","ENSMUSG00000071645","Tut1","19","protein_coding","terminal uridylyl transferase 1, U6 snRNA-specific [Source:MGI Symbol;Acc:MGI:1917294]"
"25044","ENSMUSG00000071644","Eef1g","19","protein_coding","eukaryotic translation elongation factor 1 gamma [Source:MGI Symbol;Acc:MGI:1914410]"
"25045","ENSMUSG00000069833","Ahnak","19","protein_coding","AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]"
"25046","ENSMUSG00000024653","Scgb1a1","19","protein_coding","secretoglobin, family 1A, member 1 [Source:MGI Symbol;Acc:MGI:98919]"
"25047","ENSMUSG00000024654","Asrgl1","19","protein_coding","asparaginase like 1 [Source:MGI Symbol;Acc:MGI:1913764]"
"25048","ENSMUSG00000024658","Gm9750","19","lncRNA","predicted gene 9750 [Source:MGI Symbol;Acc:MGI:3642669]"
"25049","ENSMUSG00000117804","Gm6252","19","processed_pseudogene","predicted gene 6252 [Source:MGI Symbol;Acc:MGI:3644748]"
"25050","ENSMUSG00002074975","Gm54990","19","miRNA","predicted gene, 54990 [Source:MGI Symbol;Acc:MGI:6846455]"
"25051","ENSMUSG00000067608","Pcna-ps2","19","processed_pseudogene","proliferating cell nuclear antigen pseudogene 2 [Source:MGI Symbol;Acc:MGI:97505]"
"25052","ENSMUSG00000101398","Gm2617","19","unprocessed_pseudogene","predicted gene 2617 [Source:MGI Symbol;Acc:MGI:3780785]"
"25053","ENSMUSG00000071640","Stxbp3-ps","19","processed_pseudogene","syntaxin-binding protein 3, pseudogene [Source:MGI Symbol;Acc:MGI:3586869]"
"25054","ENSMUSG00000096818","Gm29231","19","unprocessed_pseudogene","predicted gene 29231 [Source:MGI Symbol;Acc:MGI:5579937]"
"25055","ENSMUSG00000100141","Gm6445","19","unprocessed_pseudogene","predicted gene 6445 [Source:MGI Symbol;Acc:MGI:3779598]"
"25056","ENSMUSG00000117756","Gm50320","19","processed_pseudogene","predicted gene, 50320 [Source:MGI Symbol;Acc:MGI:6303180]"
"25057","ENSMUSG00000118383","Gm50321","19","lncRNA","predicted gene, 50321 [Source:MGI Symbol;Acc:MGI:6303181]"
"25058","ENSMUSG00000096872","Scgb2a2","19","protein_coding","secretoglobin, family 2A, member 2 [Source:MGI Symbol;Acc:MGI:3780828]"
"25059","ENSMUSG00002076484","Gm54995","19","miRNA","predicted gene, 54995 [Source:MGI Symbol;Acc:MGI:6846465]"
"25060","ENSMUSG00000118138","Gm50322","19","lncRNA","predicted gene, 50322 [Source:MGI Symbol;Acc:MGI:6303183]"
"25061","ENSMUSG00000024660","Incenp","19","protein_coding","inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]"
"25062","ENSMUSG00000118325","Gm50324","19","TEC","predicted gene, 50324 [Source:MGI Symbol;Acc:MGI:6303187]"
"25063","ENSMUSG00000118100","Gm50340","19","lncRNA","predicted gene, 50340 [Source:MGI Symbol;Acc:MGI:6303216]"
"25064","ENSMUSG00002075984","Gm54998","19","miRNA","predicted gene, 54998 [Source:MGI Symbol;Acc:MGI:6846471]"
"25065","ENSMUSG00000118008","Gm36913","19","lncRNA","predicted gene, 36913 [Source:MGI Symbol;Acc:MGI:5596072]"
"25066","ENSMUSG00000118065","Gm50343","19","processed_pseudogene","predicted gene, 50343 [Source:MGI Symbol;Acc:MGI:6303221]"
"25067","ENSMUSG00000118183","Gm50345","19","TEC","predicted gene, 50345 [Source:MGI Symbol;Acc:MGI:6303223]"
"25068","ENSMUSG00000118123","Gm50346","19","TEC","predicted gene, 50346 [Source:MGI Symbol;Acc:MGI:6303225]"
"25069","ENSMUSG00000120136","Gm56633","19","lncRNA","predicted gene, 56633 [Source:MGI Symbol;Acc:MGI:7337180]"
"25070","ENSMUSG00000024661","Fth1","19","protein_coding","ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588]"
"25071","ENSMUSG00000120067","Gm56642","19","lncRNA","predicted gene, 56642 [Source:MGI Symbol;Acc:MGI:7337198]"
"25072","ENSMUSG00000037418","Best1","19","protein_coding","bestrophin 1 [Source:MGI Symbol;Acc:MGI:1346332]"
"25073","ENSMUSG00000024663","Rab3il1","19","protein_coding","RAB3A interacting protein (rabin3)-like 1 [Source:MGI Symbol;Acc:MGI:1922010]"
"25074","ENSMUSG00000024664","Fads3","19","protein_coding","fatty acid desaturase 3 [Source:MGI Symbol;Acc:MGI:1928740]"
"25075","ENSMUSG00000024665","Fads2","19","protein_coding","fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]"
"25076","ENSMUSG00000117700","Gm50359","19","processed_pseudogene","predicted gene, 50359 [Source:MGI Symbol;Acc:MGI:6303246]"
"25077","ENSMUSG00000010663","Fads1","19","protein_coding","fatty acid desaturase 1 [Source:MGI Symbol;Acc:MGI:1923517]"
"25078","ENSMUSG00000098363","Mir6993","19","miRNA","microRNA 6993 [Source:MGI Symbol;Acc:MGI:5531024]"
"25079","ENSMUSG00000064032","Gm10143","19","lncRNA","predicted gene 10143 [Source:MGI Symbol;Acc:MGI:3704492]"
"25080","ENSMUSG00000024742","Fen1","19","protein_coding","flap structure specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:102779]"
"25081","ENSMUSG00000036372","Tmem258","19","protein_coding","transmembrane protein 258 [Source:MGI Symbol;Acc:MGI:1916288]"
"25082","ENSMUSG00000036098","Myrf","19","protein_coding","myelin regulatory factor [Source:MGI Symbol;Acc:MGI:2684944]"
"25083","ENSMUSG00000035735","Dagla","19","protein_coding","diacylglycerol lipase, alpha [Source:MGI Symbol;Acc:MGI:2677061]"
"25084","ENSMUSG00000118330","Gm30042","19","lncRNA","predicted gene, 30042 [Source:MGI Symbol;Acc:MGI:5589201]"
"25085","ENSMUSG00000024743","Syt7","19","protein_coding","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]"
"25086","ENSMUSG00000118310","Gm50268","19","TEC","predicted gene, 50268 [Source:MGI Symbol;Acc:MGI:6303093]"
"25087","ENSMUSG00000090291","Lrrc10b","19","protein_coding","leucine rich repeat containing 10B [Source:MGI Symbol;Acc:MGI:2685551]"
"25088","ENSMUSG00000035179","Ppp1r32","19","protein_coding","protein phosphatase 1, regulatory subunit 32 [Source:MGI Symbol;Acc:MGI:1915002]"
"25089","ENSMUSG00000024668","Sdhaf2","19","protein_coding","succinate dehydrogenase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1913322]"
"25090","ENSMUSG00000034820","Cpsf7","19","protein_coding","cleavage and polyadenylation specific factor 7 [Source:MGI Symbol;Acc:MGI:1917826]"
"25091","ENSMUSG00000024667","Tmem216","19","protein_coding","transmembrane protein 216 [Source:MGI Symbol;Acc:MGI:1920020]"
"25092","ENSMUSG00000024666","Tmem138","19","protein_coding","transmembrane protein 138 [Source:MGI Symbol;Acc:MGI:1920232]"
"25093","ENSMUSG00000117955","Gm50205","19","TEC","predicted gene, 50205 [Source:MGI Symbol;Acc:MGI:6302988]"
"25094","ENSMUSG00000034445","Cyb561a3","19","protein_coding","cytochrome b561 family, member A3 [Source:MGI Symbol;Acc:MGI:2686925]"
"25095","ENSMUSG00000034371","Tkfc","19","protein_coding","triokinase, FMN cyclase [Source:MGI Symbol;Acc:MGI:2385084]"
"25096","ENSMUSG00000024740","Ddb1","19","protein_coding","damage specific DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1202384]"
"25097","ENSMUSG00000043789","Vwce","19","protein_coding","von Willebrand factor C and EGF domains [Source:MGI Symbol;Acc:MGI:1919018]"
"25098","ENSMUSG00000118392","4930524O05Rik","19","lncRNA","RIKEN cDNA 4930524O05 gene [Source:MGI Symbol;Acc:MGI:1922346]"
"25099","ENSMUSG00000024738","Pga5","19","protein_coding","pepsinogen 5, group I [Source:MGI Symbol;Acc:MGI:1915935]"
"25100","ENSMUSG00000114772","2210404E10Rik","19","lncRNA","RIKEN cDNA 2210404E10 gene [Source:MGI Symbol;Acc:MGI:1919555]"
"25101","ENSMUSG00000048832","Vps37c","19","protein_coding","vacuolar protein sorting 37C [Source:MGI Symbol;Acc:MGI:2147661]"
"25102","ENSMUSG00000024669","Cd5","19","protein_coding","CD5 antigen [Source:MGI Symbol;Acc:MGI:88340]"
"25103","ENSMUSG00000067577","A430093F15Rik","19","lncRNA","RIKEN cDNA A430093F15 gene [Source:MGI Symbol;Acc:MGI:2685520]"
"25104","ENSMUSG00000024670","Cd6","19","protein_coding","CD6 antigen [Source:MGI Symbol;Acc:MGI:103566]"
"25105","ENSMUSG00000024737","Slc15a3","19","protein_coding","solute carrier family 15, member 3 [Source:MGI Symbol;Acc:MGI:1929691]"
"25106","ENSMUSG00000118027","Gm10802","19","lncRNA","predicted gene 10802 [Source:MGI Symbol;Acc:MGI:3641658]"
"25107","ENSMUSG00000024736","Tmem132a","19","protein_coding","transmembrane protein 132A [Source:MGI Symbol;Acc:MGI:2147810]"
"25108","ENSMUSG00000034659","Tmem109","19","protein_coding","transmembrane protein 109 [Source:MGI Symbol;Acc:MGI:1915789]"
"25109","ENSMUSG00000024735","Prpf19","19","protein_coding","pre-mRNA processing factor 19 [Source:MGI Symbol;Acc:MGI:106247]"
"25110","ENSMUSG00000024734","Zp1","19","protein_coding","zona pellucida glycoprotein 1 [Source:MGI Symbol;Acc:MGI:103073]"
"25111","ENSMUSG00000034117","Ptgdr2","19","protein_coding","prostaglandin D2 receptor 2 [Source:MGI Symbol;Acc:MGI:1330275]"
"25112","ENSMUSG00000024732","Ccdc86","19","protein_coding","coiled-coil domain containing 86 [Source:MGI Symbol;Acc:MGI:1277220]"
"25113","ENSMUSG00000024731","Ms4a10","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 10 [Source:MGI Symbol;Acc:MGI:1917076]"
"25114","ENSMUSG00000067571","Ms4a15","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 15 [Source:MGI Symbol;Acc:MGI:3617853]"
"25115","ENSMUSG00000094584","Ms4a18","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 18 [Source:MGI Symbol;Acc:MGI:1923252]"
"25116","ENSMUSG00000101264","Gm28347","19","lncRNA","predicted gene 28347 [Source:MGI Symbol;Acc:MGI:5579053]"
"25117","ENSMUSG00000075010","AW112010","19","lncRNA","expressed sequence AW112010 [Source:MGI Symbol;Acc:MGI:2147706]"
"25118","ENSMUSG00000024730","Ms4a8a","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 8A [Source:MGI Symbol;Acc:MGI:1927657]"
"25119","ENSMUSG00000101439","Gm336","19","processed_pseudogene","predicted pseudogene 336 [Source:MGI Symbol;Acc:MGI:2685182]"
"25120","ENSMUSG00000024729","Ms4a20","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 20 [Source:MGI Symbol;Acc:MGI:1916619]"
"25121","ENSMUSG00000099998","Gm6501","19","processed_pseudogene","predicted gene 6501 [Source:MGI Symbol;Acc:MGI:3645570]"
"25122","ENSMUSG00000024728","Ms4a19","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 19 [Source:MGI Symbol;Acc:MGI:1916666]"
"25123","ENSMUSG00000057240","Ms4a13","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 13 [Source:MGI Symbol;Acc:MGI:1920716]"
"25124","ENSMUSG00000097091","4930526L06Rik","19","lncRNA","RIKEN cDNA 4930526L06 gene [Source:MGI Symbol;Acc:MGI:1922388]"
"25125","ENSMUSG00000101031","Ms4a12","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 12 [Source:MGI Symbol;Acc:MGI:2685812]"
"25126","ENSMUSG00000024673","Ms4a1","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:88321]"
"25127","ENSMUSG00000054523","Ms4a5","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 5 [Source:MGI Symbol;Acc:MGI:2670985]"
"25128","ENSMUSG00000099398","Ms4a14","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 14 [Source:MGI Symbol;Acc:MGI:2686122]"
"25129","ENSMUSG00000024672","Ms4a7","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 7 [Source:MGI Symbol;Acc:MGI:1918846]"
"25130","ENSMUSG00000100392","Gm28935","19","lncRNA","predicted gene 28935 [Source:MGI Symbol;Acc:MGI:5579641]"
"25131","ENSMUSG00000101389","Ms4a4a","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 4A [Source:MGI Symbol;Acc:MGI:3643932]"
"25132","ENSMUSG00000120733","Gm56657","19","lncRNA","predicted gene, 56657 [Source:MGI Symbol;Acc:MGI:7337228]"
"25133","ENSMUSG00000120878","Gm56663","19","lncRNA","predicted gene, 56663 [Source:MGI Symbol;Acc:MGI:7337240]"
"25134","ENSMUSG00000101024","Gm5692","19","processed_pseudogene","predicted gene 5692 [Source:MGI Symbol;Acc:MGI:3646968]"
"25135","ENSMUSG00000024675","Ms4a4c","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 4C [Source:MGI Symbol;Acc:MGI:1927656]"
"25136","ENSMUSG00000100615","Gm5511","19","processed_pseudogene","predicted gene 5511 [Source:MGI Symbol;Acc:MGI:3779492]"
"25137","ENSMUSG00000056290","Ms4a4b","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 4B [Source:MGI Symbol;Acc:MGI:1913083]"
"25138","ENSMUSG00000079419","Ms4a6c","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 6C [Source:MGI Symbol;Acc:MGI:2385644]"
"25139","ENSMUSG00000099757","BE692007","19","lncRNA","expressed sequence BE692007 [Source:MGI Symbol;Acc:MGI:3035348]"
"25140","ENSMUSG00000058470","Gm8369","19","protein_coding","predicted gene 8369 [Source:MGI Symbol;Acc:MGI:3645380]"
"25141","ENSMUSG00000120890","Gm56665","19","lncRNA","predicted gene, 56665 [Source:MGI Symbol;Acc:MGI:7337244]"
"25142","ENSMUSG00000100529","Gm19261","19","lncRNA","predicted gene, 19261 [Source:MGI Symbol;Acc:MGI:5011446]"
"25143","ENSMUSG00000024677","Ms4a6b","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]"
"25144","ENSMUSG00000024678","Ms4a4d","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 4D [Source:MGI Symbol;Acc:MGI:1913857]"
"25145","ENSMUSG00000067555","Gm10212","19","unprocessed_pseudogene","predicted pseudogene 10212 [Source:MGI Symbol;Acc:MGI:3641904]"
"25146","ENSMUSG00000104088","Gm38275","19","TEC","predicted gene, 38275 [Source:MGI Symbol;Acc:MGI:5611503]"
"25147","ENSMUSG00000024679","Ms4a6d","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 6D [Source:MGI Symbol;Acc:MGI:1916024]"
"25148","ENSMUSG00000119417","Gm24599","19","snoRNA","predicted gene, 24599 [Source:MGI Symbol;Acc:MGI:5454376]"
"25149","ENSMUSG00000024680","Ms4a2","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 2 [Source:MGI Symbol;Acc:MGI:95495]"
"25150","ENSMUSG00000024681","Ms4a3","19","protein_coding","membrane-spanning 4-domains, subfamily A, member 3 [Source:MGI Symbol;Acc:MGI:2158468]"
"25151","ENSMUSG00000055895","Oosp2","19","protein_coding","oocyte secreted protein 2 [Source:MGI Symbol;Acc:MGI:2684945]"
"25152","ENSMUSG00000041857","Oosp1","19","protein_coding","oocyte secreted protein 1 [Source:MGI Symbol;Acc:MGI:2149290]"
"25153","ENSMUSG00000088310","Gm26183","19","scaRNA","predicted gene, 26183 [Source:MGI Symbol;Acc:MGI:5455960]"
"25154","ENSMUSG00000089625","Gm25443","19","scaRNA","predicted gene, 25443 [Source:MGI Symbol;Acc:MGI:5455220]"
"25155","ENSMUSG00000055933","Oosp3","19","protein_coding","oocyte secreted protein 3 [Source:MGI Symbol;Acc:MGI:2684943]"
"25156","ENSMUSG00000100918","Gm19224","19","processed_pseudogene","predicted gene, 19224 [Source:MGI Symbol;Acc:MGI:5011409]"
"25157","ENSMUSG00000024682","Cblif","19","protein_coding","cobalamin binding intrinsic factor [Source:MGI Symbol;Acc:MGI:1202394]"
"25158","ENSMUSG00000024683","Mrpl16","19","protein_coding","mitochondrial ribosomal protein L16 [Source:MGI Symbol;Acc:MGI:2137219]"
"25159","ENSMUSG00000041488","Stx3","19","protein_coding","syntaxin 3 [Source:MGI Symbol;Acc:MGI:103077]"
"25160","ENSMUSG00000048292","Or10v5","19","protein_coding","olfactory receptor family 10 subfamily V member 5 [Source:MGI Symbol;Acc:MGI:3031251]"
"25161","ENSMUSG00000060556","Or10v9","19","protein_coding","olfactory receptor family 10 subfamily V member 9 [Source:MGI Symbol;Acc:MGI:3031252]"
"25162","ENSMUSG00000108966","Gm45119","19","unprocessed_pseudogene","predicted gene 45119 [Source:MGI Symbol;Acc:MGI:5753695]"
"25163","ENSMUSG00000067545","Or10q3","19","protein_coding","olfactory receptor family 10 subfamily Q member 3 [Source:MGI Symbol;Acc:MGI:3031253]"
"25164","ENSMUSG00000051548","Gm6365","19","processed_pseudogene","predicted pseudogene 6365 [Source:MGI Symbol;Acc:MGI:3643502]"
"25165","ENSMUSG00000060878","Or10v1","19","protein_coding","olfactory receptor family 10 subfamily V member 1 [Source:MGI Symbol;Acc:MGI:3031254]"
"25166","ENSMUSG00000046139","Patl1","19","protein_coding","protein associated with topoisomerase II homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:2147679]"
"25167","ENSMUSG00000104979","Mir6994","19","miRNA","microRNA 6994 [Source:MGI Symbol;Acc:MGI:5562752]"
"25168","ENSMUSG00000077227","Gm22272","19","snoRNA","predicted gene, 22272 [Source:MGI Symbol;Acc:MGI:5452049]"
"25169","ENSMUSG00000024687","Osbp","19","protein_coding","oxysterol binding protein [Source:MGI Symbol;Acc:MGI:97447]"
"25170","ENSMUSG00000109030","Olfr1421-ps1","19","unprocessed_pseudogene","olfactory receptor 1421, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031255]"
"25171","ENSMUSG00000109047","Gm45115","19","unprocessed_pseudogene","predicted gene 45115 [Source:MGI Symbol;Acc:MGI:5753691]"
"25172","ENSMUSG00000108947","Or4d29-ps1","19","unprocessed_pseudogene","olfactory receptor family 4 subfamily D member 29, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031256]"
"25173","ENSMUSG00000109223","Gm45116","19","unprocessed_pseudogene","predicted gene 45116 [Source:MGI Symbol;Acc:MGI:5753692]"
"25174","ENSMUSG00000067529","Or4d11","19","protein_coding","olfactory receptor family 4 subfamily D member 11 [Source:MGI Symbol;Acc:MGI:3031257]"
"25175","ENSMUSG00000109417","Gm44859","19","unprocessed_pseudogene","predicted gene 44859 [Source:MGI Symbol;Acc:MGI:5753435]"
"25176","ENSMUSG00000067528","Or4d10b","19","protein_coding","olfactory receptor family 4 subfamily D member 10B [Source:MGI Symbol;Acc:MGI:3031258]"
"25177","ENSMUSG00000067526","Or4d10","19","protein_coding","olfactory receptor family 4 subfamily D member 10 [Source:MGI Symbol;Acc:MGI:3031259]"
"25178","ENSMUSG00000044994","Or4d10c","19","protein_coding","olfactory receptor family 4 subfamily D member 10C [Source:MGI Symbol;Acc:MGI:3031260]"
"25179","ENSMUSG00000067525","Or4z4","19","protein_coding","olfactory receptor family 4 subfamily Z member 4 [Source:MGI Symbol;Acc:MGI:3031261]"
"25180","ENSMUSG00000067524","Or4d6","19","protein_coding","olfactory receptor family 4 subfamily D member 6 [Source:MGI Symbol;Acc:MGI:3031262]"
"25181","ENSMUSG00000067522","Or5a1","19","protein_coding","olfactory receptor family 5 subfamily A member 1 [Source:MGI Symbol;Acc:MGI:2153205]"
"25182","ENSMUSG00000108889","Or5bb12","19","protein_coding","olfactory receptor family 5 subfamily BB member 12 [Source:MGI Symbol;Acc:MGI:3031389]"
"25183","ENSMUSG00000109410","Or5an8-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily AN member 8, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031264]"
"25184","ENSMUSG00000094133","Or5an9","19","protein_coding","olfactory receptor family 5 subfamily AN member 9 [Source:MGI Symbol;Acc:MGI:3031265]"
"25185","ENSMUSG00000109022","Or5bb10","19","protein_coding","olfactory receptor family 5 subfamily BB member 10 [Source:MGI Symbol;Acc:MGI:3031266]"
"25186","ENSMUSG00000067519","Or5an1c","19","protein_coding","olfactory receptor family 5 subfamily AN member 1C [Source:MGI Symbol;Acc:MGI:3030096]"
"25187","ENSMUSG00000097646","Gm26864","19","processed_pseudogene","predicted gene, 26864 [Source:MGI Symbol;Acc:MGI:5477358]"
"25188","ENSMUSG00000060049","Or5an11","19","protein_coding","olfactory receptor family 5 subfamily AN member 11 [Source:MGI Symbol;Acc:MGI:3030069]"
"25189","ENSMUSG00000118093","Gm17802","19","processed_pseudogene","predicted gene, 17802 [Source:MGI Symbol;Acc:MGI:5009988]"
"25190","ENSMUSG00000095640","Or5an1","19","protein_coding","olfactory receptor family 5 subfamily AN member 1 [Source:MGI Symbol;Acc:MGI:3031268]"
"25191","ENSMUSG00000109433","Olfr1435-ps1","19","unprocessed_pseudogene","olfactory receptor 1435, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031269]"
"25192","ENSMUSG00000067513","Or5an10","19","protein_coding","olfactory receptor family 5 subfamily AN member 10 [Source:MGI Symbol;Acc:MGI:3031270]"
"25193","ENSMUSG00000109229","Gm44858","19","unprocessed_pseudogene","predicted gene 44858 [Source:MGI Symbol;Acc:MGI:5753434]"
"25194","ENSMUSG00000096436","Or5an1b","19","protein_coding","olfactory receptor family 5 subfamily AN member 1B [Source:MGI Symbol;Acc:MGI:3031271]"
"25195","ENSMUSG00000109328","Or5a21","19","protein_coding","olfactory receptor family 5 subfamily A member 21 [Source:MGI Symbol;Acc:MGI:3031272]"
"25196","ENSMUSG00000109007","Or5q1-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily Q member 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031273]"
"25197","ENSMUSG00000046650","Or5an6","19","protein_coding","olfactory receptor family 5 subfamily AN member 6 [Source:MGI Symbol;Acc:MGI:3031274]"
"25198","ENSMUSG00000050815","Or5a3","19","protein_coding","olfactory receptor family 5 subfamily A member 3 [Source:MGI Symbol;Acc:MGI:3031275]"
"25199","ENSMUSG00000040065","Pfpl","19","protein_coding","pore forming protein-like [Source:MGI Symbol;Acc:MGI:1860266]"
"25200","ENSMUSG00000046805","Mpeg1","19","protein_coding","macrophage expressed gene 1 [Source:MGI Symbol;Acc:MGI:1333743]"
"25201","ENSMUSG00000039982","Dtx4","19","protein_coding","deltex 4, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2672905]"
"25202","ENSMUSG00000086213","A330040F15Rik","19","lncRNA","RIKEN cDNA A330040F15 gene [Source:MGI Symbol;Acc:MGI:3698434]"
"25203","ENSMUSG00000114644","Gm47243","19","lncRNA","predicted gene, 47243 [Source:MGI Symbol;Acc:MGI:6096066]"
"25204","ENSMUSG00000111118","Gm6545","19","processed_pseudogene","predicted gene 6545 [Source:MGI Symbol;Acc:MGI:3643874]"
"25205","ENSMUSG00000114761","Gm47242","19","lncRNA","predicted gene, 47242 [Source:MGI Symbol;Acc:MGI:6096064]"
"25206","ENSMUSG00000024691","Fam111a","19","protein_coding","family with sequence similarity 111, member A [Source:MGI Symbol;Acc:MGI:1915508]"
"25207","ENSMUSG00000084836","Gm16274","19","processed_pseudogene","predicted gene 16274 [Source:MGI Symbol;Acc:MGI:3826552]"
"25208","ENSMUSG00000120104","4122401K19Rik","19","lncRNA","RIKEN cDNA 4122401K19 gene [Source:MGI Symbol;Acc:MGI:1921583]"
"25209","ENSMUSG00000071633","Gm4952","19","protein_coding","predicted gene 4952 [Source:MGI Symbol;Acc:MGI:3643569]"
"25210","ENSMUSG00000063683","Glyat","19","protein_coding","glycine-N-acyltransferase [Source:MGI Symbol;Acc:MGI:2147502]"
"25211","ENSMUSG00000065892","Gm24521","19","snRNA","predicted gene, 24521 [Source:MGI Symbol;Acc:MGI:5454298]"
"25212","ENSMUSG00000044441","Or5b94","19","protein_coding","olfactory receptor family 5 subfamily B member 94 [Source:MGI Symbol;Acc:MGI:3031276]"
"25213","ENSMUSG00000045030","Or5b95","19","protein_coding","olfactory receptor family 5 subfamily B member 95 [Source:MGI Symbol;Acc:MGI:3031277]"
"25214","ENSMUSG00000109309","Gm49772","19","unprocessed_pseudogene","predicted gene, 49772 [Source:MGI Symbol;Acc:MGI:6215285]"
